Gene_ID	WT1	WT2	WT3	DDX5KD1	DDX5KD2	DDX5KD3
ENSG00000153233	1157	1022	1335	839	848	620
ENSG00000153234	0	0	0	7	0	0
ENSG00000153237	8	8	14	60	3	8
ENSG00000153246	1	0	0	55	0	1
ENSG00000153250	6098	5853	8038	6500	6328	5235
ENSG00000153253	4768	4307	5674	1357	1064	989
ENSG00000153266	2	1	2	2	5	3
ENSG00000153283	1	3	4	99	0	2
ENSG00000153291	22	15	23	25	13	17
ENSG00000153292	2	0	0	14	0	1
ENSG00000153294	86	74	85	39	33	28
ENSG00000153303	2	0	1	14	6	4
ENSG00000153310	8292	7406	10029	7796	7843	6927
ENSG00000153317	17457	17297	23642	26231	26629	26612
ENSG00000153339	4707	4459	6028	6364	5892	4774
ENSG00000153347	0	1	3	25	0	0
ENSG00000153363	838	653	1028	397	356	342
ENSG00000153391	17	10	15	1	5	5
ENSG00000153395	13123	10746	16922	8958	11908	12374
ENSG00000153404	4825	4534	6453	5876	7427	8519
ENSG00000153406	5386	4886	7083	3870	5089	4984
ENSG00000153443	512	447	704	493	817	1076
ENSG00000153446	39	23	65	108	114	131
ENSG00000153485	0	0	0	0	0	0
ENSG00000153487	1043	788	1219	964	1119	1007
ENSG00000153495	82	82	123	127	122	184
ENSG00000153498	1	1	1	9	1	2
ENSG00000153531	386	343	510	363	464	535
ENSG00000153551	1339	1164	1752	2532	2832	2923
ENSG00000153558	1380	1468	2149	1887	1805	1649
ENSG00000153560	9666	8625	11953	8353	8518	8136
ENSG00000153561	9199	8375	11521	7214	7153	6149
ENSG00000153563	17	14	12	14	12	8
ENSG00000153574	2172	1777	2527	1684	2046	1787
ENSG00000153684	0	0	0	2	0	0
ENSG00000153707	2772	2913	3933	5131	4326	3690
ENSG00000153714	3695	3324	4661	2378	2209	1882
ENSG00000153721	5380	4810	7091	9006	9940	9353
ENSG00000153767	1770	1553	2026	1706	1697	1310
ENSG00000153774	4309	3779	5099	4498	4381	4419
ENSG00000153779	0	0	0	1	0	1
ENSG00000153786	2274	1976	3050	2616	3001	2860
ENSG00000153789	19	4	24	34	24	32
ENSG00000153790	736	554	895	513	516	550
ENSG00000153802	2	0	1	16	0	1
ENSG00000153814	8700	9025	11861	11698	10886	10682
ENSG00000153815	4349	4008	6191	6100	7494	9330
ENSG00000153820	2	0	4	58	1	1
ENSG00000153822	61	80	103	134	121	80
ENSG00000153823	9	8	8	103	3	3
ENSG00000153827	45744	42939	58882	45083	43340	38461
ENSG00000153832	1159	967	1380	968	1137	1271
ENSG00000153879	3734	3403	4737	5306	5243	4364
ENSG00000153885	2262	2250	3082	3303	4228	4220
ENSG00000153896	304	248	316	262	332	305
ENSG00000153898	27	26	33	33	24	25
ENSG00000153902	22	18	30	10	13	14
ENSG00000153904	17251	15630	22076	14139	14262	12452
ENSG00000153914	11500	10269	14492	11684	11064	9424
ENSG00000153922	36514	31257	43030	29449	26030	20985
ENSG00000153923	0	0	0	7	0	0
ENSG00000153930	468	388	534	258	123	113
ENSG00000153933	3879	3549	5055	4308	4499	3573
ENSG00000153936	2431	2538	3246	3213	3038	2766
ENSG00000153944	33745	32275	47061	50411	55334	59572
ENSG00000153956	19812	18840	25725	25238	23479	19892
ENSG00000153975	886	735	1058	765	728	565
ENSG00000153976	0	0	0	31	0	0
ENSG00000153982	1202	1023	1364	877	862	774
ENSG00000153989	2465	2403	3024	2622	2422	1974
ENSG00000153993	5792	5081	6888	6822	6130	4819
ENSG00000154001	10117	9588	13385	13249	12364	10891
ENSG00000154007	0	0	0	4	0	0
ENSG00000154016	502	418	643	387	497	549
ENSG00000154025	24	26	31	59	27	40
ENSG00000154027	5917	5090	7487	5522	5587	4747
ENSG00000154040	235	219	352	181	180	167
ENSG00000154059	1382	1107	1502	1038	960	815
ENSG00000154065	9	5	8	11	1	0
ENSG00000154079	850	675	1057	714	678	662
ENSG00000154080	4019	3945	5041	3947	3924	3272
ENSG00000154096	1	0	0	3	0	1
ENSG00000154099	12	6	8	10	1	9
ENSG00000154102	712	694	1069	841	1051	1430
ENSG00000154114	0	0	0	0	0	0
ENSG00000154118	44	43	76	59	56	55
ENSG00000154122	4411	3927	5993	3354	3632	3518
ENSG00000154124	5391	4765	6742	3753	3781	3284
ENSG00000154127	96	67	117	86	41	54
ENSG00000154133	2	7	9	8	2	5
ENSG00000154134	259	275	369	62	103	90
ENSG00000154143	2	0	0	4	4	6
ENSG00000154144	3242	3155	4314	1776	2046	1728
ENSG00000154146	222	134	259	54	57	73
ENSG00000154153	3650	3365	4378	2124	2079	1789
ENSG00000154162	6	7	20	239	4	2
ENSG00000154165	8	4	4	0	1	0
ENSG00000154174	9021	8513	11596	9057	8363	6901
ENSG00000154175	0	5	3	75	0	1
ENSG00000154188	1	4	16	71	18	12
ENSG00000154198	0	0	0	15	0	1
ENSG00000154217	543	547	746	2862	2900	3331
ENSG00000154222	3313	2965	3995	2827	3399	3754
ENSG00000154227	12	14	6	57	27	10
ENSG00000154229	11482	11918	16344	18286	18784	20008
ENSG00000154237	3292	3235	4695	5472	6472	7342
ENSG00000154240	1464	1405	1960	1673	1475	1333
ENSG00000154252	29	15	36	42	28	51
ENSG00000154258	1	3	0	21	0	3
ENSG00000154262	0	2	1	18	0	1
ENSG00000154263	47	38	55	128	66	87
ENSG00000154265	1289	1181	1598	1657	1530	1284
ENSG00000154269	3	3	8	39	4	8
ENSG00000154274	14	7	14	59	2	3
ENSG00000154277	30814	26734	39879	20284	21424	19149
ENSG00000154305	8101	7172	10706	14850	13936	13417
ENSG00000154309	914	971	1283	1337	1446	1143
ENSG00000154310	5309	4669	6840	7335	7385	6801
ENSG00000154316	17	11	18	27	15	28
ENSG00000154319	121	76	142	101	93	133
ENSG00000154328	1240	927	1461	861	1097	1079
ENSG00000154330	15	7	8	86	19	22
ENSG00000154342	0	0	0	18	1	2
ENSG00000154358	855	777	1166	1935	2567	3024
ENSG00000154359	7491	6171	8995	6042	5503	4655
ENSG00000154370	2498	2259	3202	2734	3726	4223
ENSG00000154380	68272	63765	89607	87838	87222	73354
ENSG00000154415	23	36	34	75	25	26
ENSG00000154429	4333	3783	5514	4198	3942	2988
ENSG00000154438	0	0	0	12	0	0
ENSG00000154447	4720	4336	6142	7586	7634	7185
ENSG00000154451	1779	1575	2297	340	330	309
ENSG00000154473	7120	6264	8449	5042	4988	4112
ENSG00000154478	0	0	0	5	0	0
ENSG00000154479	444	414	479	604	544	473
ENSG00000154485	6	15	6	6	8	3
ENSG00000154493	2	0	0	61	0	0
ENSG00000154511	297	257	380	1756	1526	1368
ENSG00000154518	8616	5934	8818	4858	5423	3964
ENSG00000154529	3	1	8	30	2	2
ENSG00000154537	20	17	22	14	13	14
ENSG00000154545	90	55	103	43	59	72
ENSG00000154548	1312	1168	1696	775	818	597
ENSG00000154553	9	12	9	13	9	9
ENSG00000154556	50	30	49	116	13	20
ENSG00000154582	3828	3123	4044	2719	2621	2013
ENSG00000154589	182	147	245	132	106	129
ENSG00000154608	1540	1043	1664	1098	949	1007
ENSG00000154611	0	3	0	17	0	1
ENSG00000154620	0	0	1	0	0	0
ENSG00000154639	5377	4539	6744	16423	15625	12362
ENSG00000154640	10160	8295	11023	5886	5579	4586
ENSG00000154642	4864	3948	5974	6109	5711	4467
ENSG00000154645	1179	1076	1515	352	251	207
ENSG00000154646	302	255	325	2770	2355	1988
ENSG00000154654	1	0	0	129	1	1
ENSG00000154655	3762	4129	5426	5887	5707	5252
ENSG00000154678	48	60	74	179	19	18
ENSG00000154710	21	12	35	18	8	14
ENSG00000154719	7832	5925	8164	4447	3882	3029
ENSG00000154721	4507	4128	5829	2096	2167	2002
ENSG00000154723	5999	4063	6009	3046	3327	2692
ENSG00000154727	6934	5906	7989	5853	5644	4142
ENSG00000154734	535	473	607	279	380	335
ENSG00000154736	0	0	0	7	0	0
ENSG00000154743	2210	2109	2901	2481	2562	2402
ENSG00000154760	42	38	47	4	1	1
ENSG00000154764	0	0	0	22	0	0
ENSG00000154767	1917	1864	2643	2001	2226	2225
ENSG00000154781	1282	1051	1562	1352	1297	1160
ENSG00000154783	20	9	13	54	7	5
ENSG00000154803	0	0	0	0	0	0
ENSG00000154813	2238	1930	2575	1860	1653	1306
ENSG00000154814	2365	2292	3188	2385	2455	2172
ENSG00000154822	1011	972	1232	1189	1053	873
ENSG00000154832	1974	1790	2565	1935	2511	2500
ENSG00000154839	2177	1965	2820	2110	2273	1804
ENSG00000154845	8205	7694	10597	10272	9763	8259
ENSG00000154856	3124	2550	4130	5817	6821	6399
ENSG00000154864	35	15	36	236	81	53
ENSG00000154874	96	50	73	41	22	34
ENSG00000154889	545	387	634	404	454	402
ENSG00000154898	1279	1168	1491	1295	1086	813
ENSG00000154914	185	188	315	94	82	102
ENSG00000154917	30	12	29	54	39	46
ENSG00000154920	1043	974	1244	749	749	739
ENSG00000154928	61	65	91	218	32	40
ENSG00000154930	2201	1798	2723	2727	3535	3671
ENSG00000154945	5440	4563	6990	5789	6164	5399
ENSG00000154957	654	691	906	840	727	764
ENSG00000154975	17	13	20	145	14	6
ENSG00000154978	15671	14898	21670	17104	18448	17666
ENSG00000154997	13	10	17	19	4	6
ENSG00000155008	1625	1548	2218	1783	1695	1549
ENSG00000155011	15	20	29	104	22	11
ENSG00000155016	2483	2268	3360	2706	2656	2165
ENSG00000155026	18	15	21	13	16	13
ENSG00000155034	1868	1745	2665	1521	2334	2866
ENSG00000155052	10	8	16	241	8	10
ENSG00000155066	27	32	38	35	70	70
ENSG00000155070	1	0	0	1	0	0
ENSG00000155085	103	86	143	115	44	62
ENSG00000155087	0	0	1	2	0	0
ENSG00000155090	2676	2056	3173	1985	2040	1623
ENSG00000155093	7534	7180	11017	10081	12606	14021
ENSG00000155096	15549	14335	19661	17388	15532	12613
ENSG00000155097	6596	5696	7750	4711	4314	3676
ENSG00000155099	1077	942	1290	1236	1276	1035
ENSG00000155100	4098	3628	4576	3139	2879	1952
ENSG00000155111	2474	2291	3429	2838	2736	2600
ENSG00000155115	1782	1550	2253	1900	1866	1385
ENSG00000155158	1208	1138	1607	352	255	229
ENSG00000155189	16273	14459	19989	12598	12681	9984
ENSG00000155229	4648	4310	6006	4173	4822	4663
ENSG00000155249	0	0	0	4	0	0
ENSG00000155252	930	717	1134	820	979	1023
ENSG00000155254	2075	1921	2855	1886	2400	2368
ENSG00000155256	2509	2370	3188	2050	2303	2568
ENSG00000155265	1876	1756	2434	1626	1943	2015
ENSG00000155269	1	3	2	9	0	4
ENSG00000155275	2029	2014	2731	2238	2440	2713
ENSG00000155287	1144	955	1418	963	1112	1114
ENSG00000155304	5915	5151	6624	3955	3453	2510
ENSG00000155307	0	2	1	37	3	0
ENSG00000155313	11716	10932	14363	8357	7806	6295
ENSG00000155324	175	142	228	115	87	63
ENSG00000155329	2020	1452	2127	1694	1535	1269
ENSG00000155330	2495	2029	2845	2010	1976	1562
ENSG00000155363	4880	4553	6722	5604	6847	7387
ENSG00000155366	6721	6234	8213	3810	5446	4600
ENSG00000155367	6	14	8	2	2	10
ENSG00000155368	6137	4523	5715	2854	2936	2276
ENSG00000155380	33412	28146	37188	31378	28790	22545
ENSG00000155393	3313	2912	3837	2332	2329	2261
ENSG00000155428	28	25	20	15	27	32
ENSG00000155438	6763	5673	7239	4513	4209	3116
ENSG00000155463	3254	2875	4400	2905	3653	3437
ENSG00000155465	69	67	109	73	61	49
ENSG00000155495	0	0	0	0	0	0
ENSG00000155506	18144	15732	24264	20581	24051	26451
ENSG00000155508	3394	3218	4329	3227	3167	2619
ENSG00000155511	9	5	1	74	0	2
ENSG00000155530	587	573	723	297	283	244
ENSG00000155542	1303	998	1323	1022	892	672
ENSG00000155545	6324	5439	7168	5593	5223	3935
ENSG00000155561	31359	28979	40002	33606	32200	28159
ENSG00000155592	3237	2820	4221	3723	3860	3442
ENSG00000155621	1204	1205	1603	1379	1295	1180
ENSG00000155622	7	15	10	3	0	0
ENSG00000155629	32	26	39	51	13	11
ENSG00000155636	1164	1091	1251	1142	1110	894
ENSG00000155657	43	44	55	120	45	41
ENSG00000155659	0	0	0	2	0	0
ENSG00000155660	48676	37573	58354	60638	65782	60818
ENSG00000155666	443	375	544	476	681	749
ENSG00000155714	1	0	0	5	0	1
ENSG00000155719	13	12	39	53	21	29
ENSG00000155729	715	583	859	755	811	688
ENSG00000155744	2069	1941	2713	2120	1982	1685
ENSG00000155749	240	212	300	271	222	240
ENSG00000155754	88	80	77	106	95	84
ENSG00000155755	6289	5504	7552	4429	4139	3397
ENSG00000155760	460	405	522	789	1039	974
ENSG00000155761	670	620	832	344	305	262
ENSG00000155792	36	24	44	83	33	47
ENSG00000155816	14	13	13	126	17	10
ENSG00000155827	5667	5006	6877	6394	6333	5850
ENSG00000155833	0	0	3	4	0	0
ENSG00000155846	1268	1139	1767	1180	1477	1488
ENSG00000155849	21	19	33	181	2	9
ENSG00000155850	2623	2629	3594	1667	1517	1312
ENSG00000155858	1663	1437	1986	1152	1140	1007
ENSG00000155868	12	5	10	5	3	7
ENSG00000155875	29	24	29	84	25	30
ENSG00000155876	4421	3736	5291	2680	3017	2688
ENSG00000155886	22	15	17	105	18	22
ENSG00000155890	0	0	0	0	0	0
ENSG00000155893	5478	5074	6778	4919	5650	4859
ENSG00000155897	449	416	612	394	319	339
ENSG00000155903	3391	3194	4538	3747	3654	3093
ENSG00000155906	3303	3096	4459	3539	3533	3096
ENSG00000155918	112	109	162	37	45	37
ENSG00000155926	0	0	0	11	0	0
ENSG00000155957	0	0	0	0	0	0
ENSG00000155959	16069	13613	17421	9013	7442	5108
ENSG00000155961	22	16	25	7	4	1
ENSG00000155962	592	455	575	112	80	66
ENSG00000155966	7578	7596	10030	9831	8796	8445
ENSG00000155970	2618	2593	3262	2273	2062	1714
ENSG00000155974	47	44	68	239	49	52
ENSG00000155975	4592	4129	5749	4324	4178	3433
ENSG00000155980	187	175	252	365	377	402
ENSG00000156006	0	0	0	3	0	0
ENSG00000156009	0	0	0	0	0	0
ENSG00000156011	17205	16728	22845	28090	28282	25447
ENSG00000156017	3092	2889	4030	2700	2605	1952
ENSG00000156026	4554	4340	5890	5346	4992	4483
ENSG00000156030	4306	3559	5785	4896	6388	7308
ENSG00000156042	60	40	73	90	56	73
ENSG00000156049	26	30	40	109	59	54
ENSG00000156050	286	265	308	255	312	274
ENSG00000156052	11692	11013	14986	12421	12204	10455
ENSG00000156076	118	110	123	32	0	0
ENSG00000156096	0	0	0	6	0	0
ENSG00000156097	30	19	32	16	18	10
ENSG00000156103	8516	8464	10851	4556	4095	3385
ENSG00000156110	12015	11390	14906	11686	11049	10151
ENSG00000156113	160	123	187	567	379	361
ENSG00000156127	1	0	0	16	0	0
ENSG00000156136	3205	2734	3847	2494	2266	1461
ENSG00000156140	9	13	6	73	2	4
ENSG00000156150	2	3	0	7	9	3
ENSG00000156162	8301	7347	9649	7701	7127	5149
ENSG00000156170	3381	3175	4288	3120	3181	3160
ENSG00000156171	2988	2633	3337	2025	1990	1558
ENSG00000156172	838	738	971	440	417	306
ENSG00000156194	4	6	5	15	8	2
ENSG00000156206	1632	1635	2300	3291	3088	3018
ENSG00000156218	7	3	1	105	3	3
ENSG00000156219	3	1	7	24	4	2
ENSG00000156222	6	1	12	24	9	11
ENSG00000156232	1423	1212	1764	1042	1144	1198
ENSG00000156234	14	7	14	52	14	20
ENSG00000156239	1617	1273	1746	1871	1911	1492
ENSG00000156253	1969	1666	2287	762	673	658
ENSG00000156256	11936	9842	12547	8429	6992	5821
ENSG00000156261	47558	36732	49520	29172	26187	20688
ENSG00000156265	1006	934	1314	838	791	808
ENSG00000156269	2	3	2	23	3	2
ENSG00000156273	12185	11830	15622	13179	12540	11217
ENSG00000156282	0	0	0	0	0	0
ENSG00000156284	0	0	0	0	0	0
ENSG00000156298	0	0	0	0	0	0
ENSG00000156299	17831	17379	25006	18812	20659	21167
ENSG00000156304	5780	5294	7901	6128	6513	7061
ENSG00000156313	1304	1188	1655	1118	1020	987
ENSG00000156345	6	11	19	16	11	18
ENSG00000156374	2663	2435	3467	2367	2303	2132
ENSG00000156381	2748	2472	3371	1342	1900	2104
ENSG00000156384	572	587	681	442	408	321
ENSG00000156395	8379	8216	10891	4067	4166	3949
ENSG00000156398	1195	1219	1641	1331	1370	1876
ENSG00000156411	6694	4767	6439	3244	3680	2692
ENSG00000156413	0	0	0	1	2	0
ENSG00000156414	21	9	15	55	3	6
ENSG00000156427	48	56	98	87	78	111
ENSG00000156453	31	30	57	50	60	71
ENSG00000156463	5	18	14	56	20	26
ENSG00000156466	5	7	7	4	4	0
ENSG00000156467	10080	7180	9168	5210	5007	3599
ENSG00000156469	2783	2477	3189	2168	2150	1710
ENSG00000156471	7239	6833	9721	7800	8878	7672
ENSG00000156475	11	10	10	112	1	7
ENSG00000156482	29934	21472	28317	14239	15879	11350
ENSG00000156486	0	0	0	3	0	0
ENSG00000156500	691	485	806	257	273	260
ENSG00000156502	2689	2191	3394	2630	2733	2340
ENSG00000156504	5339	5409	7483	3621	3574	3398
ENSG00000156508	654272	622207	739556	571034	537961	428907
ENSG00000156509	216	236	310	174	156	142
ENSG00000156510	246	256	319	118	120	108
ENSG00000156515	9204	6856	11733	7518	8762	8549
ENSG00000156521	1592	1467	1895	1340	1837	1812
ENSG00000156531	18105	15938	21427	11112	10354	7746
ENSG00000156535	11777	11225	15360	13186	12436	10980
ENSG00000156564	0	0	2	50	0	0
ENSG00000156574	78	62	68	17	3	4
ENSG00000156575	3	0	1	1	1	0
ENSG00000156587	556	456	745	279	342	308
ENSG00000156599	5250	4412	6775	4626	5337	5062
ENSG00000156603	1020	916	1388	764	871	701
ENSG00000156639	13594	13869	18824	23401	24317	23821
ENSG00000156642	4879	4516	6540	4757	4958	4422
ENSG00000156650	5592	5183	7697	7049	7171	7030
ENSG00000156671	4215	4051	5526	3688	3533	2932
ENSG00000156675	7189	6553	9563	7494	7823	7833
ENSG00000156687	3	1	3	126	1	3
ENSG00000156689	2	0	0	21	0	0
ENSG00000156697	2970	2594	3260	2239	2037	2020
ENSG00000156709	4367	3702	5308	2901	3070	2953
ENSG00000156711	307	269	439	574	607	568
ENSG00000156735	3780	3346	4701	3347	3495	2673
ENSG00000156738	0	0	0	9	0	0
ENSG00000156755	0	0	0	0	0	0
ENSG00000156787	3562	3155	4390	3903	3826	3175
ENSG00000156795	1776	1608	2344	1594	1672	1711
ENSG00000156802	18138	15497	20288	16320	14018	12305
ENSG00000156804	13	10	18	78	59	87
ENSG00000156831	4254	4221	5813	4888	4580	4311
ENSG00000156853	2177	1898	2747	1673	2256	1989
ENSG00000156858	1353	1074	1812	1002	1575	1979
ENSG00000156860	2543	2204	3150	2103	3332	4302
ENSG00000156869	3043	2681	3711	3048	2924	2499
ENSG00000156873	1226	1142	1594	828	1069	1161
ENSG00000156875	0	2	0	0	1	0
ENSG00000156876	3462	3219	4108	2832	2682	2325
ENSG00000156885	0	0	0	0	0	0
ENSG00000156886	1	6	3	15	2	1
ENSG00000156920	2	2	1	21	0	2
ENSG00000156925	0	0	0	1	0	0
ENSG00000156928	2247	1946	2766	1840	2115	1892
ENSG00000156931	13234	12417	16408	11494	10662	9036
ENSG00000156958	4252	3907	5099	4390	4388	3605
ENSG00000156959	175	151	205	318	395	451
ENSG00000156966	0	0	0	3	3	4
ENSG00000156968	0	0	0	0	0	0
ENSG00000156970	11564	9864	13316	9937	9495	8622
ENSG00000156973	3086	2813	3609	2614	2763	2624
ENSG00000156976	48524	38779	51468	31375	29344	22318
ENSG00000156983	2152	1823	2745	2198	2953	2982
ENSG00000156990	1323	1171	1627	975	1335	1122
ENSG00000157005	0	0	1	0	0	0
ENSG00000157014	361	304	470	262	388	433
ENSG00000157017	7	3	10	7	6	4
ENSG00000157020	8043	6697	10016	6758	8061	7017
ENSG00000157021	361	33	472	270	215	187
ENSG00000157036	3299	3098	4331	3748	3765	3740
ENSG00000157045	1711	1482	2052	1074	1113	1010
ENSG00000157060	96	63	106	15	14	17
ENSG00000157064	61	43	58	61	20	23
ENSG00000157077	5010	4975	6582	7145	6856	6147
ENSG00000157087	64	57	76	111	37	38
ENSG00000157093	0	0	0	2	0	0
ENSG00000157103	7	4	5	5	0	1
ENSG00000157106	24621	24564	34024	27978	27368	26446
ENSG00000157107	3805	3672	4990	4937	4571	3692
ENSG00000157110	53	43	54	96	54	68
ENSG00000157111	6	11	3	2	2	3
ENSG00000157119	0	0	1	0	0	0
ENSG00000157131	0	0	0	13	0	0
ENSG00000157150	7	0	1	3	9	11
ENSG00000157152	164	58	163	223	140	178
ENSG00000157168	14	17	19	246	4	6
ENSG00000157181	5454	5010	6705	8989	8135	6806
ENSG00000157184	1559	1331	2050	1241	1311	1176
ENSG00000157191	7482	6782	9164	6322	6836	6376
ENSG00000157193	7440	7460	10438	9052	10788	11847
ENSG00000157211	0	0	0	0	0	0
ENSG00000157212	5981	5328	7652	5855	6241	5759
ENSG00000157214	174	161	212	31	10	16
ENSG00000157216	4175	3496	5414	5957	7194	7960
ENSG00000157219	0	0	1	5	2	2
ENSG00000157224	57	64	99	95	81	63
ENSG00000157227	3546	3310	4348	3187	4446	4378
ENSG00000157240	22897	19231	30482	24221	31550	30045
ENSG00000157259	3638	3227	4704	3155	3487	3042
ENSG00000157303	1	0	0	8	0	0
ENSG00000157306	155	162	161	428	510	686
ENSG00000157315	0	0	0	0	0	0
ENSG00000157322	31	35	32	13	23	22
ENSG00000157326	567	537	796	343	499	441
ENSG00000157330	0	2	0	8	0	0
ENSG00000157335	9	10	12	3	8	12
ENSG00000157343	10	7	6	9	13	9
ENSG00000157349	4	2	1	4	4	3
ENSG00000157350	3668	3295	5280	3909	5233	6112
ENSG00000157353	749	685	958	646	917	1014
ENSG00000157368	496	492	615	295	337	488
ENSG00000157379	217	176	250	174	183	175
ENSG00000157388	41	28	58	159	44	42
ENSG00000157399	2	6	15	16	18	13
ENSG00000157404	2	0	4	25	1	0
ENSG00000157423	1	3	9	84	25	20
ENSG00000157426	2682	2482	3253	2334	2177	1859
ENSG00000157429	44	25	52	76	61	53
ENSG00000157445	10233	10147	13118	6482	6518	6022
ENSG00000157450	2716	2744	3732	3481	3386	3169
ENSG00000157456	5065	4457	6245	3659	3684	3161
ENSG00000157470	615	598	746	459	454	394
ENSG00000157483	5310	5124	7518	6914	6996	7051
ENSG00000157500	8558	7702	10979	8239	8063	5689
ENSG00000157502	5	1	3	9	1	1
ENSG00000157510	67	70	91	44	21	29
ENSG00000157514	110	112	169	120	130	83
ENSG00000157538	5818	5374	7646	4894	4916	4684
ENSG00000157540	18445	17564	24190	18363	18600	16552
ENSG00000157542	2	1	1	79	0	1
ENSG00000157551	2	0	0	37	1	0
ENSG00000157554	1	0	0	48	1	4
ENSG00000157557	2722	2506	3807	4119	4610	4427
ENSG00000157570	3	2	2	98	1	2
ENSG00000157578	181	133	189	81	96	90
ENSG00000157593	8234	7359	9474	6699	8810	7747
ENSG00000157600	9294	8559	12762	8596	9546	9448
ENSG00000157601	49	55	54	76	47	35
ENSG00000157613	13	5	12	16	16	17
ENSG00000157617	4614	4326	6032	4446	4882	4793
ENSG00000157625	3941	3839	5414	5806	5631	4997
ENSG00000157637	6833	6467	9321	6896	10855	12913
ENSG00000157653	65	46	85	80	93	80
ENSG00000157654	434	485	674	943	989	1070
ENSG00000157657	207	171	225	347	366	410
ENSG00000157680	1215	1191	1506	425	317	286
ENSG00000157693	1438	1357	1886	2087	2181	2295
ENSG00000157703	5	5	4	29	2	0
ENSG00000157734	115	68	117	162	107	110
ENSG00000157741	5564	5286	7297	7416	7043	6374
ENSG00000157764	9406	9185	12593	12176	11902	10803
ENSG00000157765	71	103	74	50	57	73
ENSG00000157766	0	1	0	15	0	1
ENSG00000157778	2875	2681	3461	1588	2021	1793
ENSG00000157782	423	400	515	204	243	274
ENSG00000157796	3005	2784	3783	3292	2913	2618
ENSG00000157800	9339	8632	11593	6518	6603	6386
ENSG00000157823	331	290	398	234	245	266
ENSG00000157827	15462	14826	20345	20913	20178	18611
ENSG00000157833	557	459	783	688	930	933
ENSG00000157837	4872	4600	6819	6018	6817	6963
ENSG00000157851	11852	10232	15961	7784	10053	10746
ENSG00000157856	37	26	44	31	13	12
ENSG00000157869	13181	12689	16503	12700	12187	10493
ENSG00000157870	2320	2227	2944	1449	2213	2390
ENSG00000157873	187	196	284	204	277	326
ENSG00000157881	2083	1750	2487	1290	1688	1927
ENSG00000157884	0	0	0	26	0	0
ENSG00000157890	26	28	33	120	20	36
ENSG00000157895	1799	1506	2262	1859	1897	1956
ENSG00000157911	2167	1941	2649	1142	1538	1596
ENSG00000157916	5832	5227	7407	3476	4227	4063
ENSG00000157927	701	585	1022	660	907	1151
ENSG00000157933	5456	4831	7819	5204	7929	10223
ENSG00000157954	4036	3723	5463	3348	3696	3693
ENSG00000157965	0	0	1	0	0	0
ENSG00000157978	498	460	726	754	1035	1130
ENSG00000157985	10927	10830	15753	17867	20292	22594
ENSG00000157992	40	25	45	35	19	36
ENSG00000157999	15	9	22	5	7	11
ENSG00000158006	955	962	1202	849	788	753
ENSG00000158008	17	14	33	19	18	26
ENSG00000158014	5	2	3	2	0	0
ENSG00000158019	3913	3968	5400	3615	3872	3532
ENSG00000158022	0	0	0	5	0	0
ENSG00000158023	383	283	466	348	332	335
ENSG00000158042	3702	3469	3852	2748	3011	2642
ENSG00000158050	244	212	320	221	238	225
ENSG00000158055	2791	2387	3458	3765	4782	4791
ENSG00000158062	735	646	962	787	1048	1410
ENSG00000158077	3	0	0	16	1	0
ENSG00000158079	2663	2570	3639	2298	2311	2066
ENSG00000158089	2	1	1	59	0	0
ENSG00000158092	1557	1370	1820	1841	1765	1761
ENSG00000158104	15	18	26	10	12	12
ENSG00000158106	865	1011	1295	539	1069	1348
