Gene_ID	H69ARSUP1	H69ARSUP2	H69ARSUP3	H69ARWT1	H69ARWT2	H69ARWT3
ENSG00000105576	9285	9986	9050	6201	7309	4602
ENSG00000105583	0	0	0	0	0	0
ENSG00000105605	2	4	4	6	3	2
ENSG00000105607	715	767	704	1099	784	668
ENSG00000105609	2	0	0	1	3	0
ENSG00000105610	10	9	6	32	13	2
ENSG00000105612	1466	1462	1370	2769	2083	1765
ENSG00000105613	75	78	55	169	37	62
ENSG00000105617	346	364	341	1012	553	500
ENSG00000105618	1810	1976	1738	4899	2488	2563
ENSG00000105619	340	424	357	703	438	397
ENSG00000105639	8	9	16	21	11	3
ENSG00000105640	25571	27488	26642	103737	52840	45747
ENSG00000105641	6	6	4	11	1	0
ENSG00000105642	199	182	181	708	315	277
ENSG00000105643	1613	1681	1480	1763	1595	1225
ENSG00000105647	0	0	0	0	0	0
ENSG00000105649	270	276	323	353	260	234
ENSG00000105650	0	0	0	0	0	0
ENSG00000105655	8581	9414	9691	31698	17682	14816
ENSG00000105656	990	904	967	861	929	504
ENSG00000105662	1184	1164	1043	2118	1296	1195
ENSG00000105664	3	7	1	10	16	5
ENSG00000105668	12	10	7	8	7	7
ENSG00000105669	4522	4967	4668	17837	8725	8428
ENSG00000105671	0	0	0	0	0	0
ENSG00000105672	33	45	31	153	74	54
ENSG00000105675	6	12	7	1	11	7
ENSG00000105676	3558	3653	3473	10838	5970	5117
ENSG00000105677	1594	1629	1521	4264	2353	2300
ENSG00000105679	12	8	10	0	10	3
ENSG00000105694	0	0	0	0	0	0
ENSG00000105695	2	1	2	1	0	1
ENSG00000105696	526	493	464	854	469	353
ENSG00000105697	0	5	3	3	1	0
ENSG00000105698	2687	2793	2662	3956	3056	2220
ENSG00000105699	159	160	126	78	103	89
ENSG00000105700	2054	2052	2063	3001	2551	1856
ENSG00000105701	5036	4929	4967	20029	9111	6479
ENSG00000105705	1716	1752	1715	2404	1900	1682
ENSG00000105707	0	0	0	0	0	0
ENSG00000105708	172	160	151	143	167	235
ENSG00000105711	76	105	107	199	145	93
ENSG00000105717	454	412	358	532	303	351
ENSG00000105722	0	0	0	0	0	0
ENSG00000105723	1336	1340	1257	2108	1423	1035
ENSG00000105726	7504	8251	7667	7503	6406	4059
ENSG00000105732	1331	1451	1351	1840	1405	880
ENSG00000105737	1891	1931	1759	1777	1167	1031
ENSG00000105738	2937	2964	2989	1903	2323	1571
ENSG00000105750	245	260	209	117	120	119
ENSG00000105755	129	115	118	441	268	217
ENSG00000105767	1899	1825	1842	2050	2141	1400
ENSG00000105771	3104	3181	2874	3054	2203	1966
ENSG00000105778	1506	1325	1338	568	947	863
ENSG00000105784	22	35	21	15	8	23
ENSG00000105792	27	35	38	33	31	21
ENSG00000105793	768	619	612	449	509	620
ENSG00000105808	0	0	0	0	0	0
ENSG00000105810	7445	6817	7031	2630	4335	3996
ENSG00000105819	2930	2804	2656	3123	2624	3372
ENSG00000105821	11	12	14	5	3	10
ENSG00000105825	0	0	0	0	0	0
ENSG00000105829	63	44	48	19	27	20
ENSG00000105835	5151	4596	4671	3424	4377	4227
ENSG00000105849	1609	1435	1465	1113	1381	1307
ENSG00000105851	0	0	0	0	0	0
ENSG00000105852	2	4	1	0	4	1
ENSG00000105854	2167	2194	2104	1856	2223	2030
ENSG00000105855	2712	2254	2401	1601	1876	2504
ENSG00000105856	800	794	745	370	626	618
ENSG00000105865	0	0	0	0	0	0
ENSG00000105866	1291	1077	1232	537	729	792
ENSG00000105875	750	858	816	617	629	494
ENSG00000105877	1664	1361	1603	498	577	730
ENSG00000105879	1465	1400	1360	837	1056	832
ENSG00000105880	10456	10072	9216	9032	8192	6643
ENSG00000105887	2295	2269	2174	792	2019	1105
ENSG00000105889	1670	1610	1461	1326	1389	1397
ENSG00000105894	8473	7939	7994	5260	5610	5138
ENSG00000105926	1279	1188	1161	1314	1462	1674
ENSG00000105928	124	173	161	197	224	251
ENSG00000105929	4	3	6	6	9	7
ENSG00000105939	2094	1990	1999	1480	1921	1832
ENSG00000105948	1218	1271	1154	939	1218	1085
ENSG00000105953	3744	3913	3746	7216	5879	4329
ENSG00000105954	0	0	0	0	0	0
ENSG00000105963	60	42	50	456	209	153
ENSG00000105967	2	1	1	2	2	4
ENSG00000105968	11402	11065	11101	12126	11094	10635
ENSG00000105971	1213	1116	1091	1357	1353	1285
ENSG00000105974	11142	10648	10300	7166	7772	7122
ENSG00000105976	5480	5180	4668	1088	1544	1263
ENSG00000105982	272	278	303	71	138	127
ENSG00000105983	3330	3154	3279	2977	3453	3354
ENSG00000105988	0	0	0	0	0	0
ENSG00000105989	1	0	3	13	11	5
ENSG00000105991	52	52	64	17	15	12
ENSG00000105993	8299	8280	7694	6433	7693	6398
ENSG00000105996	141	152	154	50	75	67
ENSG00000105997	197	195	195	150	119	130
ENSG00000106003	267	305	297	874	670	417
ENSG00000106004	0	0	0	0	0	0
ENSG00000106006	0	0	0	0	0	0
ENSG00000106009	3559	3666	3590	7875	4405	3408
ENSG00000106012	1113	1200	1219	1175	1053	898
ENSG00000106013	123	114	122	317	318	440
ENSG00000106018	2	3	1	3	1	3
ENSG00000106025	6838	6038	6113	6034	7676	6584
ENSG00000106028	4123	4274	3903	5470	5301	5515
ENSG00000106031	62	32	42	104	121	103
ENSG00000106034	305	259	287	320	411	375
ENSG00000106038	1	0	1	0	0	0
ENSG00000106049	1859	1732	1837	2865	3049	3070
ENSG00000106052	5224	4867	4980	4308	5755	5414
ENSG00000106066	0	0	0	0	0	0
ENSG00000106069	0	0	0	0	0	0
ENSG00000106070	18865	17991	17530	6881	7359	6342
ENSG00000106077	582	608	535	1830	1308	1131
ENSG00000106078	1	4	2	7	4	0
ENSG00000106080	0	0	0	0	0	0
ENSG00000106086	3439	2922	3076	1226	1772	1436
ENSG00000106089	630	717	496	129	134	93
ENSG00000106100	616	653	609	334	360	314
ENSG00000106105	7684	7479	7264	6810	7025	6640
ENSG00000106113	79	70	46	14	18	13
ENSG00000106123	7	9	6	10	6	11
ENSG00000106125	0	0	0	0	0	0
ENSG00000106128	4	5	2	3	5	2
ENSG00000106133	424	474	378	219	335	219
ENSG00000106144	4210	4463	3976	2236	3034	2400
ENSG00000106153	14058	14352	14019	47370	28834	24699
ENSG00000106178	3	1	0	1	0	1
ENSG00000106211	17036	18041	18582	73941	33708	32088
ENSG00000106236	4	4	6	3	3	1
ENSG00000106244	7957	8452	7744	10259	8955	7931
ENSG00000106245	1920	2069	2005	2862	2695	2532
ENSG00000106246	76	97	79	191	82	89
ENSG00000106258	192	210	209	145	202	197
ENSG00000106261	3113	2879	2844	1225	1800	1952
ENSG00000106263	13993	14334	13804	26937	21034	18257
ENSG00000106266	1170	1206	1129	2533	1556	1257
ENSG00000106268	894	990	849	3368	1525	1631
ENSG00000106278	3700	3204	3497	908	1236	1076
ENSG00000106290	2308	2415	2192	2721	2511	1671
ENSG00000106299	4998	4378	4498	2763	3039	3045
ENSG00000106302	0	2	0	2	0	0
ENSG00000106304	0	1	1	0	0	0
ENSG00000106305	1542	1718	1621	3011	3172	2514
ENSG00000106327	53	64	56	88	58	35
ENSG00000106328	13	24	12	2	3	3
ENSG00000106330	656	766	710	1659	979	813
ENSG00000106331	0	2	0	0	2	3
ENSG00000106333	4580	5020	4842	13189	7813	6260
ENSG00000106336	4	6	6	6	4	18
ENSG00000106341	0	0	0	0	0	0
ENSG00000106344	4609	4746	4213	3307	3426	3237
ENSG00000106346	1067	1134	1077	678	868	615
ENSG00000106348	3933	4192	4336	7103	4604	3602
ENSG00000106351	638	683	595	856	900	529
ENSG00000106355	2224	2097	2173	3260	2399	2404
ENSG00000106366	7829	8080	7132	3157	3311	2024
ENSG00000106367	2564	2603	2427	4775	3737	3041
ENSG00000106384	2	2	3	0	0	0
ENSG00000106392	1242	1052	1105	710	872	769
ENSG00000106397	4653	4662	4144	4388	3353	2281
ENSG00000106399	697	797	706	2712	1699	1814
ENSG00000106400	1853	2077	1878	6810	4074	3307
ENSG00000106404	1361	1493	1180	938	860	669
ENSG00000106410	0	2	0	2	0	0
ENSG00000106415	968	966	904	748	808	1065
ENSG00000106436	0	0	0	0	0	2
ENSG00000106443	3266	3111	3083	2630	3304	3801
ENSG00000106459	2350	2035	1934	1379	1280	1319
ENSG00000106460	2538	2119	2396	3238	4086	3258
ENSG00000106462	9418	9480	8618	7202	7663	7664
ENSG00000106477	1564	1592	1630	1359	1468	1242
ENSG00000106479	1493	1489	1430	802	939	744
ENSG00000106483	0	0	0	0	0	0
ENSG00000106484	85	67	87	68	94	112
ENSG00000106511	1	4	1	0	0	0
ENSG00000106524	993	924	984	873	1235	1155
ENSG00000106526	199	212	165	77	93	94
ENSG00000106536	501	393	438	278	269	481
ENSG00000106537	2056	2018	1887	2128	2348	1959
ENSG00000106538	0	0	0	0	0	0
ENSG00000106540	0	0	0	0	0	0
ENSG00000106541	5	3	1	3	3	3
ENSG00000106546	8	6	7	1	5	0
ENSG00000106554	6113	6582	6173	7552	6810	7422
ENSG00000106560	2	0	1	8	5	5
ENSG00000106565	0	0	0	1	0	1
ENSG00000106571	25	35	15	203	251	223
ENSG00000106588	0	0	0	0	0	0
ENSG00000106591	1277	1345	1359	1826	1810	1648
ENSG00000106603	207	170	139	100	130	327
ENSG00000106605	1215	1301	1156	2600	2156	2245
ENSG00000106608	115	120	120	160	93	109
ENSG00000106609	6495	6407	6352	6551	7398	5509
ENSG00000106610	988	1014	916	1343	1108	1101
ENSG00000106615	7525	7111	6941	8019	7842	7322
ENSG00000106617	1889	1710	1757	1120	1222	1162
ENSG00000106624	5470	6009	5625	4927	4544	2998
ENSG00000106628	8299	8674	8579	23841	13066	11206
ENSG00000106631	0	0	0	0	0	0
ENSG00000106633	70	42	54	84	55	32
ENSG00000106635	3552	3600	3238	5204	4402	3479
ENSG00000106636	6433	6724	6145	7740	6473	5185
ENSG00000106638	4150	4318	4156	3658	3406	2811
ENSG00000106648	2	0	4	0	2	2
ENSG00000106665	2713	2842	2861	2349	2380	1573
ENSG00000106682	33824	33559	31839	31065	30571	23590
ENSG00000106683	2819	2955	2828	3262	2860	1891
ENSG00000106686	88	96	109	120	77	95
ENSG00000106688	3	4	3	5	9	12
ENSG00000106689	0	2	7	12	5	12
ENSG00000106692	741	679	750	293	352	377
ENSG00000106701	465	387	429	243	291	399
ENSG00000106714	0	0	0	0	1	0
ENSG00000106723	5243	4582	4582	2768	3590	3239
ENSG00000106733	8	6	3	31	18	12
ENSG00000106771	2832	2462	2514	1193	1748	1442
ENSG00000106772	1	2	0	0	3	0
ENSG00000106780	886	834	797	418	678	487
ENSG00000106785	755	806	782	709	825	658
ENSG00000106789	16	14	9	25	22	14
ENSG00000106799	1561	1373	1435	809	1088	1009
ENSG00000106803	1770	1819	1860	3805	2630	2567
ENSG00000106804	354	308	287	439	572	470
ENSG00000106809	0	0	0	0	0	0
ENSG00000106819	0	0	0	0	0	0
ENSG00000106823	0	0	0	0	0	0
ENSG00000106829	2104	1983	1964	1000	1265	1031
ENSG00000106852	164	198	173	161	198	181
ENSG00000106853	31	37	26	217	205	215
ENSG00000106868	598	583	472	504	606	399
ENSG00000106927	0	0	2	5	0	0
ENSG00000106948	697	721	668	287	339	269
ENSG00000106952	0	0	0	0	0	0
ENSG00000106976	2736	2798	2426	2828	2493	2043
ENSG00000106991	49	61	33	70	51	30
ENSG00000106992	21	20	18	32	25	13
ENSG00000106993	580	624	644	505	673	597
ENSG00000107014	0	0	2	4	0	1
ENSG00000107018	1	0	0	0	1	6
ENSG00000107020	385	397	398	1001	796	896
ENSG00000107021	1237	1283	1210	1186	1063	761
ENSG00000107036	716	690	622	183	395	437
ENSG00000107077	1029	942	946	600	789	785
ENSG00000107099	1	0	0	0	0	0
ENSG00000107104	4	0	2	7	16	5
ENSG00000107105	1189	996	1031	1012	1215	1233
ENSG00000107130	2725	2611	2517	4141	3757	2334
ENSG00000107140	1320	1389	1312	1521	1171	864
ENSG00000107147	45	41	30	13	10	7
ENSG00000107159	1591	1592	1437	737	391	341
ENSG00000107164	3843	3497	3402	2547	3277	2416
ENSG00000107165	3	0	1	0	1	3
ENSG00000107175	1320	1515	1362	2160	1743	1421
ENSG00000107185	624	543	612	276	420	188
ENSG00000107186	2011	1467	1730	410	705	734
ENSG00000107187	16	27	31	10	22	7
ENSG00000107201	0	0	0	0	0	0
ENSG00000107223	3710	4014	3578	11039	6170	6092
ENSG00000107242	1289	1093	1251	1441	1552	1671
ENSG00000107249	5214	4716	4539	2793	3622	4329
ENSG00000107262	1145	1174	1129	2469	1788	1864
ENSG00000107263	6699	6576	6316	3027	3843	2460
ENSG00000107281	2341	2825	2367	4525	2945	2259
ENSG00000107282	19	11	21	9	19	26
ENSG00000107290	3210	3107	3177	1230	1993	1781
ENSG00000107295	136	145	119	179	235	256
ENSG00000107317	0	0	0	0	0	0
ENSG00000107331	578	583	591	531	489	263
ENSG00000107338	392	332	372	288	418	257
ENSG00000107341	2454	2551	2483	2849	2702	2331
ENSG00000107362	1153	1051	1044	972	981	847
ENSG00000107371	0	0	0	0	0	0
ENSG00000107372	5822	5506	5482	3742	5521	3867
ENSG00000107404	4048	4111	3877	6991	4693	3221
ENSG00000107438	1016	1084	1135	3547	2891	2660
ENSG00000107443	0	0	0	0	0	0
ENSG00000107447	0	1	0	0	0	0
ENSG00000107485	81	93	89	149	161	151
ENSG00000107518	298	308	278	49	50	41
ENSG00000107521	2347	2426	2338	5914	4185	2939
ENSG00000107537	201	183	197	215	112	171
ENSG00000107551	0	0	0	0	0	0
ENSG00000107554	922	884	787	305	430	409
ENSG00000107560	963	806	815	403	535	454
ENSG00000107562	0	0	1	0	0	2
ENSG00000107566	2228	2210	2179	1809	2034	1515
ENSG00000107581	15651	15146	14408	8368	11853	10407
ENSG00000107593	1	2	1	0	0	1
ENSG00000107611	339	329	315	111	208	164
ENSG00000107614	1074	974	1083	824	912	954
ENSG00000107625	2395	2496	2248	2735	3041	3093
ENSG00000107643	1232	1079	1034	712	978	921
ENSG00000107651	2596	2365	2299	1280	1677	1556
ENSG00000107669	1602	1452	1426	1029	1296	1408
ENSG00000107672	1563	1671	1502	2494	2233	2158
ENSG00000107679	1753	1565	1569	1426	1521	1492
ENSG00000107719	1806	1849	1767	2579	2535	1479
ENSG00000107731	5546	5756	5462	2724	2764	1566
ENSG00000107736	45	47	32	25	35	26
ENSG00000107738	0	0	0	0	0	0
ENSG00000107742	143	134	119	254	150	105
ENSG00000107745	2084	2039	1954	1945	2160	1951
ENSG00000107758	1368	1309	1239	990	1154	1117
ENSG00000107771	1237	1092	1119	583	817	886
ENSG00000107779	3319	2906	2906	1688	2225	2283
ENSG00000107789	1480	1211	1246	1229	1202	1116
ENSG00000107796	0	0	0	0	0	0
ENSG00000107798	1070	986	1015	648	918	674
ENSG00000107807	19	22	34	31	33	18
ENSG00000107815	1336	1354	1255	1224	1336	1166
ENSG00000107816	4690	4857	4630	4994	3756	2816
ENSG00000107819	937	884	913	763	751	509
ENSG00000107821	1726	1773	1780	3752	2579	1824
ENSG00000107829	397	409	445	414	344	304
ENSG00000107831	17	17	15	15	12	7
ENSG00000107833	1132	1333	1166	3102	2214	1741
ENSG00000107854	3775	3361	3406	1637	2566	1991
ENSG00000107859	19	25	19	89	51	49
ENSG00000107862	4461	4756	4620	2846	3447	2531
ENSG00000107863	4077	4114	3984	1056	1837	1513
ENSG00000107864	133	90	117	133	110	167
ENSG00000107872	439	426	455	1968	900	836
ENSG00000107874	1415	1499	1437	4560	2940	2462
ENSG00000107882	1273	1272	1236	1184	1242	861
ENSG00000107890	913	790	812	496	748	736
ENSG00000107897	1541	1466	1429	920	1190	1085
ENSG00000107902	50	63	43	110	90	84
ENSG00000107929	4351	4069	4272	2676	3420	2745
ENSG00000107937	4073	3914	3844	4407	4374	4509
ENSG00000107938	22	15	21	8	14	16
ENSG00000107949	807	833	813	830	987	991
ENSG00000107951	1083	995	1011	947	1122	945
ENSG00000107954	10	6	8	21	18	7
ENSG00000107957	4262	4379	4207	2129	2924	1762
ENSG00000107959	40	33	37	13	27	16
ENSG00000107960	312	289	289	614	498	552
ENSG00000107968	67	69	62	120	128	114
ENSG00000107984	0	0	0	0	0	0
ENSG00000108001	0	0	0	4	5	2
ENSG00000108010	3203	2973	2886	2910	2771	2672
ENSG00000108018	6	12	9	10	9	7
ENSG00000108021	3526	3464	3452	1479	2536	2137
ENSG00000108039	3797	3711	3732	5711	6430	4920
ENSG00000108055	5186	4924	4971	3082	4617	4279
ENSG00000108061	1447	1238	1248	1098	1425	1498
ENSG00000108064	2677	2417	2334	3045	3311	3386
ENSG00000108091	3798	3530	3715	3202	3338	3209
ENSG00000108094	1982	2022	1917	1597	2055	1957
ENSG00000108100	3268	2845	3105	2963	3209	2596
ENSG00000108106	10692	10691	10435	29446	14377	12089
ENSG00000108107	11828	14752	13507	55378	31560	27096
ENSG00000108175	7255	7161	7250	2696	4674	2568
ENSG00000108176	900	858	928	1277	974	1008
ENSG00000108179	2532	2429	2398	5764	4375	3712
ENSG00000108187	180	144	148	132	147	152
ENSG00000108219	4486	4638	4247	3180	3161	2333
ENSG00000108231	0	0	0	7	3	2
ENSG00000108239	257	233	214	85	250	163
ENSG00000108242	0	0	0	0	0	0
ENSG00000108244	0	0	0	0	0	0
ENSG00000108255	11	24	9	0	1	4
ENSG00000108256	7903	7084	7275	2672	3422	3141
ENSG00000108262	0	0	0	0	0	0
ENSG00000108298	27444	30696	28880	64413	46868	46974
ENSG00000108306	729	661	683	821	699	822
ENSG00000108309	14	15	11	25	8	5
ENSG00000108312	1192	1151	1092	688	962	615
ENSG00000108342	4	3	0	9	0	0
ENSG00000108344	5193	5526	5039	6553	6049	4629
ENSG00000108349	2162	2227	1999	1694	1869	1419
ENSG00000108352	302	334	309	214	187	181
ENSG00000108370	159	144	146	238	200	174
ENSG00000108375	0	0	0	0	0	0
ENSG00000108379	1043	1004	826	502	614	352
ENSG00000108381	0	0	0	0	0	0
ENSG00000108384	1649	1811	1633	2124	1844	1843
ENSG00000108387	0	0	0	0	0	0
ENSG00000108389	3788	3842	3650	2198	3110	2199
ENSG00000108395	4793	4588	4364	4014	5270	4639
ENSG00000108405	18	28	29	23	24	29
ENSG00000108406	3000	3032	2864	2447	3883	3248
ENSG00000108417	0	0	0	0	0	0
ENSG00000108423	751	680	674	528	519	587
ENSG00000108424	19597	19457	19050	10100	16360	14264
ENSG00000108433	0	0	0	0	0	0
ENSG00000108439	271	272	254	315	368	223
ENSG00000108442	0	0	0	0	0	0
ENSG00000108443	869	788	789	356	517	444
ENSG00000108448	1389	1404	1245	2174	1519	1564
ENSG00000108452	0	0	0	0	0	0
ENSG00000108465	0	0	0	0	0	0
ENSG00000108468	6703	7076	6665	5559	7248	6367
ENSG00000108469	962	948	935	1331	1181	1003
ENSG00000108474	301	321	331	268	311	332
ENSG00000108479	345	342	332	1756	936	687
ENSG00000108506	1871	1734	1708	854	1291	1063
ENSG00000108509	759	786	651	385	467	270
ENSG00000108510	5147	4286	4512	978	1791	1589
ENSG00000108511	0	0	0	0	0	0
ENSG00000108515	589	647	545	639	516	387
ENSG00000108516	0	0	0	0	0	0
ENSG00000108518	20435	21077	19659	50090	28338	25688
ENSG00000108523	2831	2785	2636	3743	2945	2001
ENSG00000108528	3226	3403	3188	7891	5189	4237
ENSG00000108551	138	172	183	168	119	113
ENSG00000108556	126	100	76	50	44	54
ENSG00000108557	5967	5979	5824	2159	2653	1729
ENSG00000108559	2522	2525	2571	2311	3030	2697
ENSG00000108561	10445	11035	10734	18978	16364	13606
ENSG00000108576	10	15	12	1	7	8
ENSG00000108578	2456	2629	2415	1780	2500	1870
ENSG00000108582	6902	6346	6689	2596	3786	2901
ENSG00000108587	3565	3558	3454	2074	2375	2038
ENSG00000108588	3889	4102	4033	1362	2815	2092
ENSG00000108590	348	251	274	346	422	415
ENSG00000108591	1196	1232	1176	1610	1381	1087
ENSG00000108592	4364	4684	4368	3729	4009	3582
ENSG00000108599	1232	1184	1058	714	897	928
ENSG00000108602	1439	1481	1425	4353	3133	2681
ENSG00000108604	1634	1726	1649	2014	2024	1316
ENSG00000108622	13	20	6	18	16	14
ENSG00000108639	1910	2065	1955	4093	2572	2041
ENSG00000108641	494	536	476	1322	940	710
ENSG00000108651	2892	2905	2693	3089	2979	2753
ENSG00000108654	28805	29659	27787	23496	30086	27151
ENSG00000108666	0	0	0	0	0	0
ENSG00000108669	820	887	781	611	639	496
ENSG00000108671	16373	16164	15187	13486	14987	13209
ENSG00000108679	10086	11129	10994	20160	15035	9742
ENSG00000108684	1437	1492	1305	489	587	605
ENSG00000108688	0	0	0	0	3	0
ENSG00000108691	213	195	248	3450	2789	2368
ENSG00000108700	0	0	0	0	0	0
ENSG00000108702	0	0	0	0	0	0
ENSG00000108733	187	224	184	143	150	122
ENSG00000108759	0	0	0	1	0	1
ENSG00000108771	48	56	49	61	76	54
ENSG00000108773	4790	5106	4540	6098	4732	3878
ENSG00000108774	0	0	0	0	0	0
ENSG00000108784	181	166	151	278	212	122
ENSG00000108785	0	0	0	0	0	0
ENSG00000108786	0	0	0	0	0	0
ENSG00000108788	1332	1496	1493	1897	1956	1498
ENSG00000108797	183	172	184	246	158	145
ENSG00000108798	2	0	6	6	6	3
ENSG00000108799	441	459	369	254	316	233
ENSG00000108813	176	166	166	246	278	221
ENSG00000108819	5107	5035	5252	4191	4203	2801
ENSG00000108821	179193	205579	201625	85617	102680	58995
ENSG00000108823	971	1037	1105	2149	1525	1097
ENSG00000108825	24	50	29	51	45	38
ENSG00000108826	1717	1739	1699	4770	3112	3218
ENSG00000108828	6453	6301	6237	11222	9453	6219
ENSG00000108829	8760	8608	8753	11219	11379	9999
ENSG00000108830	726	679	629	2524	1822	1310
ENSG00000108839	0	0	0	0	0	0
ENSG00000108840	3229	3328	3095	6591	3737	3291
ENSG00000108846	245	267	238	317	246	176
ENSG00000108848	9299	9263	8948	5383	7107	6641
ENSG00000108849	1	1	0	1	0	5
ENSG00000108852	341	350	317	869	728	481
ENSG00000108854	2157	2118	2076	983	1400	1292
ENSG00000108861	2120	2180	2000	1675	1892	1420
ENSG00000108878	6	5	3	3	1	2
ENSG00000108883	9256	9564	9111	12131	11657	9550
ENSG00000108924	97	102	125	96	157	103
ENSG00000108932	0	0	0	0	0	0
ENSG00000108946	6253	5615	5786	5480	6099	4908
ENSG00000108947	522	587	628	707	832	459
ENSG00000108950	4	4	2	0	0	0
ENSG00000108953	28107	27501	27349	32330	34838	31240
ENSG00000108958	0	0	0	0	0	0
ENSG00000108960	1043	940	1021	1468	1646	1374
ENSG00000108961	0	0	0	0	0	0
ENSG00000108963	997	1122	1021	1158	1164	797
ENSG00000108984	300	267	324	418	453	511
ENSG00000109016	577	603	555	581	530	544
ENSG00000109046	6900	6164	6301	2806	3654	2981
ENSG00000109047	0	0	0	0	0	0
ENSG00000109061	0	0	0	0	0	0
ENSG00000109062	3915	3952	4176	14305	9567	7106
ENSG00000109063	82	102	79	27	32	21
ENSG00000109065	1828	2012	1837	2077	2025	1682
ENSG00000109066	3344	3541	3091	2462	2598	1641
ENSG00000109072	0	0	0	0	0	0
ENSG00000109079	2414	2373	2312	2168	2229	1660
ENSG00000109083	678	711	695	614	755	665
ENSG00000109084	2734	2688	2499	3689	3468	3316
ENSG00000109089	2135	2176	2252	2943	2635	1642
ENSG00000109099	17	17	19	50	60	50
ENSG00000109101	0	0	0	0	0	0
ENSG00000109103	0	0	0	0	0	0
ENSG00000109107	0	0	0	0	0	0
ENSG00000109111	9861	9836	9245	6237	6707	5725
ENSG00000109113	2563	2810	2652	4594	3086	2652
ENSG00000109118	3088	3320	3125	1588	2293	1524
ENSG00000109132	0	0	0	0	0	0
ENSG00000109133	3118	2834	2801	2396	2675	2402
ENSG00000109158	0	0	0	0	0	0
ENSG00000109163	0	0	0	0	0	0
ENSG00000109171	2191	2001	2108	1267	1770	1617
ENSG00000109180	2855	2644	2611	2531	2886	2493
ENSG00000109181	0	0	0	0	0	0
ENSG00000109182	0	0	0	0	3	1
ENSG00000109184	2041	1754	1700	1275	1701	1733
ENSG00000109189	1300	1218	1123	891	1268	1023
ENSG00000109193	0	0	0	0	0	0
ENSG00000109205	1	3	2	20	18	14
ENSG00000109208	0	0	0	0	0	0
ENSG00000109220	0	0	0	0	0	0
ENSG00000109255	365	388	356	751	536	546
ENSG00000109265	2322	2329	2303	946	1479	1187
ENSG00000109270	1050	910	923	632	708	761
ENSG00000109272	0	0	0	0	0	0
ENSG00000109320	1309	1281	1327	756	981	782
ENSG00000109321	0	0	0	0	0	0
ENSG00000109323	775	641	643	399	410	388
ENSG00000109332	8409	8147	7741	5660	6181	5794
ENSG00000109339	765	683	688	370	490	759
ENSG00000109381	1230	1113	1151	1609	1282	1385
ENSG00000109390	610	641	625	1448	1000	1025
ENSG00000109424	13	9	6	8	8	7
ENSG00000109436	983	940	949	508	633	607
